,0,1,2
6450,وتقبلت#3 زينب#3 منه#3 ذلك#3 بقنوع#3 وشكر#3 نمت#3 عنه#3 نظراتها#3,6,1.4
6451,فلما#3 رآها#3 كذلك#3 زاد#3 عطفا#3 عليها#3,6,1.4
6452,فجذبها#4 وجعل#3 يلاطفها#3,6,1.4
6453,وهي#3 قد#3 تاهت#3 عن#3 نفسها#3,6,1.4
6454,ونسيت#3 الماضي#3 والحاضر#3,6,1.4
6455,واستسلمت#3 للطفه#3 ورقته#3,6,1.4
6456,وتركت#3 نفسها#3 مستندة#4 عليه#3,6,1.4
6457,لكنها#3 لم#4 تلبث#4 أن#4 عرتها#5 قشعريرة#3 حين#3 ذكرت#3 أن#3 قلبها#3 ليس#3 بيدها#3,6,1.4
6458,وفي#3 لحظة#3 غطت#3 عيونها#3 النجل#5 سحابة#3 من#3 الدمع#3,6,1.4
6459,تنم#3 عما#3 عراها#5 من#3 الحزن#3 وتعبر#3 عن#3 عظيم#3 تقديرها#3 لحامد#3,6,1.4
6460,تمر#3 علينا#3 ساعات#3 وقلبنا#3 ملك#3 غيرنا#3,6,1.4
6461,ولكن#3 لثالث#3 على#3 أنفسنا#3 من#3 السلطان#3 ما#3 نود#4 لو#3 أعطيناه#3 كل#3 حياتنا#3,6,1.4
6462,فيحزننا#3 الإحساس#3 أنها#3 ليست#3 لنا#3,6,1.4
6463,وأن#3 أيامنا#3 على#3 الأرض#3 وما#3 تكنه#4 من#3 سعادة#3 وألم#3 وحزن#3 وفرح#3 انتقلت#3 من#3 حوزة#5 يدنا#3 وأصبحت#3 في#3 حيازة#5 غيرنا#3 —#3 في#3 تلك#3 الساعات#3 ونحن#3 ننظر#3 لهذا#3 الثالث#3 تعرونا#5 قشعريرة#3 حين#3 نحس#3 بالعجز#3 دون#4 كل#3 شيء#3 نريد#3 أن#3 نهبه#3 إياه#5,6,1.4
6465,مد#3 الظلام#3 رواقه#4 على#3 الوجود#3 العظيم#3,6,1.4
6466,فلم#3 يكن#3 يبدد#4 قوته#3 إلا#3 تلك#3 المصابيح#3 الضعيفة#3 ترسل#3 أشعتها#3 الذهبية#3 في#3 دائرة#3 ضيقة#3 مما#3 حولها#3,6,1.4
6467,فتظهر#3 كأنها#3 جرح#3 دام#3 في#3 جسم#3 ذلك#3 الجان#3,6,1.4
6468,أو#3 هي#3 سلاح#3 الفلاح#3 لم#3 يتغير#3 بالقرون#3 يمتشقه#5 كلما#3 خذلته#4 السماء#3 واحتجب#5 عنه#3 نورها#3,6,1.4
6469,في#3 ذلك#3 الليل#3 حكم#3 بسلطانه#3 القاهر#4 على#3 الموجودات#3,6,1.4
6470,فخضعت#3 لجبروته#3,6,1.4
6471,وعنت#5 لحكمه#3,6,1.4
6472,وتساوت#3 أمام#3 سطوته#4 الحزون#5 والوهاد#5 —#3 نظرات#3 كانت#3 تخترق#4 ظلماته#3 كلها#3 الحيرة#3 خالطها#3 الأسى#3,6,1.4
6473,ويريد#3 أحد#3 هذين#3 الصامتين#3 —#3 وقد#3 علاهما#3 الذهول#3 —#3 أن#3 يستطلع#4 ما#3 في#3 نفس#3 صاحبه#3,6,1.4
6474,والآخر#3 في#3 جماله#3 يحوي#4 من#3 الغيب#3 ما#3 يقف#3 أمامه#3 صاحبه#3 حيران#3 عاجزا#3,6,1.4
6475,في#3 مثل#3 هذا#3 الموقف#3 لم#3 يكن#3 لحامد#3 إلا#3 أن#3 يقطع#3 سكوتهما#3 الطويل#3 بالسؤال#3 عما#3 خلفت#4 الليالي#3 مما#3 غاب#3 عنه#3,6,1.4
6476,حينذاك#3 تنهدت#3 الفتاة#3 تنهد#4 الرضا#3,6,1.4
6477,إذ#3 علمت#3 أن#3 في#3 الوجود#3 نفسا#3 تهتم#3 لها#3,6,1.4
6478,ثم#3 قالت#3 إنها#3 مسرورة#3,6,1.4
6479,وأن#3 لا#3 شيء#3 قد#3 جاءت#3 به#3 الأيام#3,6,1.4
6480,ورجع#3 الصمت#3 الأول#3,6,1.4
6481,حول#3 مل#3 منهما#3 نظره#3 إلى#3 جهة#3 الراقصين#3 والضاحكين#3,6,1.4
6482,,6,1.4
6483,انساب#4 الوقت#3 هادئا#3 وكل#3 منهما#3 يحس#3 بالسعادة#3 في#3 وجوده#3 إلى#3 جنب#3 الثاني#3,6,1.5
6484,ثم#3 نادى#3 بحامد#3 صاحبه#3 الذي#3 جاء#3 معه#3,6,1.5
6485,فودع#3 زينب#3 وقام#3,6,1.5
6486,ونزل#3 السلم#3 بالسكون#3 الذي#3 امتلأت#3 به#3 نفسه#3,6,1.5
6487,فلما#3 صار#3 وسط#3 الدار#3 ووسط#3 الضجة#3 والتصفيق#3 ووسط#3 السرور#3 المجنون#3 أحس#3 بقلبه#3 يهتز#3,6,1.5
6488,وأحس#3 بتلك#3 القداسة#4 التي#3 كانت#3 تشتمل#3 كل#3 وجوده#3 حين#3 لفه#3 الليل#3 وهو#3 إلى#3 جوار#3 زينب#3 في#3 ردائها#3 كأنها#3 تتطاير#3,6,1.5
6489,ويحتل#3 مكانه#3 هذا#3 السرور#3 الجم#4 الذي#3 يحيط#3 به#3,6,1.5
6490,وما#4 لبث#4 إذ#4 صار#3 على#3 الطريق#3 من#3 جديد#3 أن#4 راجعته#3 ابتسامته#3,6,1.5
6491,وصار#3 يضحك#3 هو#3 وصاحبه#3,6,1.5
6492,ومرا#3 راجعين#3 بالجامع#3 القائم#4 وسط#3 ظلمة#3 الليل#3 منذرا#4 بالموت#3 والآخرة#3,6,1.5
6493,جاء#3 أخو#3 عزيزة#3 بآخر#3 قطار#3 ليمضي#3 هو#3 الآخر#3 أيام#3 العيد#3 بالبلد#3,6,1.5
6494,فلما#3 رآه#3 حامد#3 أسرع#3 إليه#3,6,1.5
6495,وسلم#3 عليه#3,6,1.5
6496,وجلس#3 معه#3 ومع#3 إخوانه#3,6,1.5
6497,وبقوا#3 في#3 سهرتهم#3 طويلا#3 ما#3 بين#3 حديث#3 ولعب#3 ورق#3 وطاولة#3,6,1.5
6498,وأخيرا#3 خرجوا#3 ليسمعوا#3 الفقيه#5 القارئ#3 يسمع#3 آي#5 الذكر#5 ويرتلها#3 ترتيلا#3 حسنا#3,6,1.5
6499,ثم#3 افترقوا#3,6,1.5
6500,وذهب#3 كل#3 إلى#3 داره#3 يريدون#3 أن#3 يجدوا#3 ساعة#3 من#3 الراحة#3 قبل#3 موعد#3 السحر#4,6,1.5
6501,فلما#3 خلا#4 حامد#3 إلى#3 نفسه#3 واضطجع#4 في#3 سريره#3 ذكر#3 ما#3 رأى#3 في#3 ليلته#3,6,1.5
6502,وهذا#3 السرور#3 العميم#5 الذي#3 يمرح#4 فيه#3 الفلاحون#3 ومن#3 حولهم#3 من#3 البنات#3 وزينب#3,6,1.5
6503,ثم#3 زينب#3 وحدها#4 وهي#3 جالسة#3 إلى#3 جانبه#3 صامتة#3 لا#3 تتكلم#3,6,1.5
6504,ثم#3 ذكر#3 أخا#3 عزيزة#3 وسمرهم#4,6,1.5
6505,وبمناسبته#3 ذكر#3 عزيزة#3,6,1.5
6506,وهكذا#3 جاء#3 إلى#3 رأسه#3 بخيال#3 أشياء#3 كثيرة#3 اختلط#3 بعضها#3 ببعض#3,6,1.5
6507,وكادت#4 تتوه#3 كلها#3 عن#3 باله#3 مرة#3 واحدة#3,6,1.5
6508,لكن#3 شأن#3 هذه#3 الخيالات#3 أن#3 يأخذ#3 المهم#3 منها#3 شكلا#3 معينا#3 يتجسم#4 به#3 في#3 الذاكرة#3,6,1.5
6509,ويغطي#3 بذلك#3 على#3 ما#4 سواه#4,6,1.5
6510,لذلك#3 بقيت#3 تتصفى#3 واحدة#3 بعد#3 أخرى#3 صور#3 الراقصين#3 والضاحكين#3,6,1.5
6511,وتدخل#3 جميعا#3 في#3 حيز#3 النسيان#3,6,1.5
6512,وبقيت#3 ظاهرة#3 صورة#3 زينب#3 جالسة#3 أمام#3 الدرابزين#3 صامتة#3,6,1.5
6513,كأنها#3 تمثال#3 من#3 النحاس#3 لا#3 تكاد#4 تنطق#3 بكلمة#3,6,1.5
6514,ولقد#3 أخذ#3 حامدا#3 العجب#4,6,1.5
6515,ما#3 عساه#3 أن#3 يكون#3 أصابها#3,6,1.5
6516,وجعل#3 يسائل#4 نفسه#3 يود#4 لو#3 يقف#3 على#3 سبب#3 لهذه#3 الحال#3,6,1.5
6517,وأخيرا#3 هز#3 كتفه#3 قائلا#3 وأنا#3 مالي#3,6,1.5
6518,وأراد#3 أن#3 يسكت#3 كل#3 صوت#3 في#3 نفسه#3,6,1.5
6519,ثم#3 ما#4 لبث#4 أن#4 عاودته#3 هذه#3 الصورة#3,6,1.5
6520,ارتكزت#4 أمام#3 عينه#3 مجسمة#5,6,1.5
6521,وتصور#3 كأنها#3 تنظر#3 له#3 نظرة#3 استرحام#4,6,1.5
6522,والواقع#3 أن#3 زينب#3 لما#3 قامت#3 بعد#3 انتهاء#3 الفكة#3 ونادتها#3 أختها#3,6,1.5
6523,جلست#3 كذلك#3 تفكر#3 في#3 حامد#3 وفي#3 تلطفه#4 في#3 السؤال#3 عنها#3,6,1.5
6524,وأحست#3 بهزة#3 ميل#4 نحوه#4 —#3 ربما#3 كان#3 صحيحا#3 أن#3 في#3 النفوس#3 الإنسانية#3 قسما#3 إلهيا#3 مطلعا#4 على#4 ما#3 لا#3 تدركه#3 الحواس#3,6,1.5
6525,هو#3 الذي#3 يهدينا#3 في#3 آمالنا#3 وميولنا#4 ويرسم#3 لنا#3 طريق#3 الحياة#3,6,1.5
6526,تصور#3 كأنها#3 تنظر#3 له#3 نظرة#3 استرحام#4,6,1.5
6527,فامتلأ#3 قلبه#3 بالرحمة#3 والعطف#3 على#3 ذلك#3 الخيال#3 الجميل#3 المحبوب#3,6,1.5
6528,وود#4 لو#3 يسأله#3 عن#3 سبب#3 أساه#3,6,1.5
6529,لقد#3 عرفها#3 ضاحكة#3 السن#3 مستبشرة#4,6,1.5
6530,فماذا#3 أصابها#3 حتى#3 جعلها#3 أمام#3 هاته#5 الضجة#3 المرحة#3 تفكر#3 وهي#3 الملكة#3 على#3 كل#3 المحيطات#4 بها#3 فيما#3 يؤسي#5 ويحزن#3,6,1.5
6531,هل#3 أصاب#3 أهلها#3 ما#3 كدرها#4,6,1.5
6532,لكن#3 ماذا#3 عساه#3 يصيبهم#3 وهم#3 فقراء#3 بالأمس#3,6,1.5
6533,فقراء#3 اليوم#3,6,1.5
6534,فقراء#3 إلى#3 الأبد#3,6,1.5
6535,أم#3 أن#3 أحدا#3 قدم#3 لها#3 إساءة#3 انكمشت#4 لها#3 تلك#3 الليلة#3,6,1.5
6536,أم#3 ماذا#3,6,1.5
6537,وبقي#3 في#3 أحلامه#3 حتى#3 جاء#3 من#3 ناداه#3 لطعام#3 السحر#4,6,1.5
6538,وما#4 كاد#4 ينتهي#3 منه#3 حتى#4 رجع#3 إلى#3 غرفته#3 ورجع#3 إلى#3 أحلامه#3,6,1.5
6539,لكنها#3 انهالت#4 عليه#3 هذه#3 المرة#3 بقوة#3 لم#3 يقدر#3 أمامها#3 على#3 البقاء#3 بل#3 تقهقر#4 خائفا#3,6,1.5
6540,وكلما#3 ذكر#3 أنه#3 كان#3 على#3 الطعام#3 مع#3 أخي#3 عزيزة#3 شعر#3 بهزة#3 غريبة#3,6,1.5
6541,وأخيرا#3 أراحه#3 النوم#3 من#3 عنائه#4,6,1.5
6542,لكنه#3 ما#3 إن#3 استيقظ#3 في#3 الصباح#3 حتى#3 عاودته#3 أفكار#3 المساء#3,6,1.5
6543,ففضل#3 الخروج#3 إلى#3 المزارع#5,6,1.5
6544,لعله#3 يجد#3 فيها#3 ما#3 يلهيه#3 عن#3 همومه#4,6,1.5
6545,وانكشفت#3 المزارع#5 أمام#3 نظره#3 تغطي#3 أرضها#3 خضرة#3 البرسيم#3 أو#3 بعض#3 الحبوب#3 من#3 تلك#3 النباتات#3 المملوءة#3 مع#3 لينها#4 حياة#3,6,1.5
6546,فإذا#3 مر#3 عليها#3 الهواء#3 نامت#3 تحت#3 سلطانه#3 متضامة#5 بعضها#3 إلى#3 بعض#3,6,1.5
6547,يتماوج#5 سطحها#3 السندسي#5 فتذهب#3 موجاته#3 إلى#3 اللا#3 نهاية#3,6,1.5
6548,وتضيع#3 أمام#3 النظر#3 قبل#3 خط#3 الأفق#3 إن#3 لم#3 تسقط#3 على#3 مجاوراتها#3 من#3 الجرداء#4,6,1.5
6549,ولم#3 يذهب#3 بعيدا#3 حتى#3 رأى#3 دخانا#3 هناك#3 قريبا#3 من#3 حلة#3 من#3 حلل#3 الأدرة#3,6,1.5
6550,فقصده#3 معتقدا#4 أن#3 جماعة#3 من#3 الفلاحين#3 قد#3 أوقدوا#3 نارا#3 اتقاء#4 برد#3 ذلك#3 اليوم#3 العبوس#3,6,1.5
6551,وليعزيهم#3 منظرها#3 عن#3 بقية#3 هذا#3 النهار#3 الأخير#3 من#3 أيام#3 الصوم#3,6,1.5
6552,فلما#3 كان#3 عندهم#3 وجد#3 واحدا#3 من#3 أعمامه#3 معهم#3,6,1.5
6553,وإذا#3 هم#3 يقلون#3 ذرة#3 على#3 النار#3 التي#3 أمامهم#3,6,1.5
6554,فبلغ#3 به#3 العجب#4 منهم#3 أن#3 بهت#5 أمام#3 ما#3 يعملون#3,6,1.5
6555,ولكنهم#3 كانوا#3 جميعا#3 يضحكون#3 مسرورين#3,6,1.5
6556,وكل#3 منهم#3 يقلب#3 كوزا#3 على#3 النار#3 بدقة#3 وعناية#3,6,1.5
6557,وكأنهم#3 يحسبون#3 هذا#3 اليوم#3 الأخير#3 —#3 يوم#3 عيد#3 الشباب#3 كما#3 يسمونه#3 —#3 غير#3 واجب#3 الصوم#3 أما#3 عمه#3 فتناول#3 كوزا#3 ناضجا#3 جميلا#3 وقدمه#3 له#3 باسما#3,6,1.5
6558,لم#3 يستطع#3 حامد#3 أن#3 يشاهد#3 هؤلاء#3 الأشخاص#3,6,1.5
6559,وفي#3 الوقت#3 عينه#5 لم#3 يقدر#3 على#3 أكثر#3 من#3 أن#3 وجه#4 لهم#3 نظرة#3 احتقار#3 على#3 تبجحهم#4,6,1.5
6560,لو#3 أنهم#3 استتروا#4 لهان#5 ما#3 يعملون#3,6,1.5
6561,لكنهم#3 يخرجون#3 على#3 الجماعة#3 من#3 غير#3 حساب#3 لإحساس#3 أحد#3,6,1.5
6562,ويجرؤ#5 عمه#3 على#3 أن#3 يقدم#3 لحامد#3 هذا#3 الكوز#3 وهو#3 يعلم#3 أنه#3 صائم#3,6,1.5
6563,وكأنه#3 بعمله#3 يريد#3 أن#3 يظهر#3 مبلغ#3 تهاونه#3 بهذا#3 الفرض#3 الذي#3 يؤديه#3 أهله#3 جميعا#3 من#3 سنين#3 ماضية#3,6,1.5
6564,تركهم#3 وسار#3 تحيط#3 به#3 خضرة#3 المزارع#5 من#3 كل#3 جانب#3,6,1.5
6565,فلما#3 وصل#3 إلى#3 شاطئ#3 الغدير#5 ووجده#3 خاليا#3 جافا#3 ينتظر#3 التطهير#3,6,1.5
6566,وقف#3 فحدق#3 إليه#3 مدة#3,6,1.5
6567,ثم#3 رفع#3 رأسه#3,6,1.5
6568,فإذا#4 السحب#3 تنقشع#5 واحدة#3 بعد#3 الأخرى#3,6,1.5
6569,وتظهر#3 الشمس#3 خلال#3 ذلك#3 لحظة#3 تبعث#3 فيها#3 بأشعتها#3 على#3 الأرض#3 فتغير#3 من#3 عبوسها#3,6,1.5
6570,ثم#3 تختفي#3 ثانية#3 ويرجع#3 للجو#3 قتامته#5,6,1.5
6571,وتدخل#3 الموجودات#3 في#3 ذلك#3 الحزن#3 المستسلم#3 الذي#3 هي#3 فيه#3 من#3 الصباح#3,6,1.5
6572,ويتكرر#3 هذا#3 المنظر#3,6,1.5
6573,ويتلهى#3 به#3 حامد#3 عن#3 همومه#4,6,1.5
6574,ثم#3 رجع#3 أدراجه#5 وقد#3 زال#3 النهار#3,6,1.5
6575,فوجد#3 إخوته#3 وأخا#3 عزيزة#3 يلعبون#3 الطاولة#3,6,1.5
6576,فجلس#3 يتفرج#3 عليهم#3,6,1.5
6577,فسئم#3 ذلك#3 بعد#3 قليل#3,6,1.5
6578,وقام#3 إلى#3 غرفته#3,6,1.5
6579,فقابلته#3 أخته#3 في#3 الطريق#3 وفي#3 يدها#3 أوراق#3 ناولته#3 إياها#5,6,1.5
6580,فإذا#4 هي#4 معايدات#3 له#3 من#3 بعض#3 أصدقائه#3,6,1.5
6581,ولما#3 أتم#3 قراءتها#3 سأل#3 أخته#3 هل#3 جاءتها#3 معايدات#3 باسمها#3 هي#3 من#3 صديقاتها#3,6,1.5
6582,ولقد#3 حرضه#3 على#3 ذلك#3 السؤال#3 ما#3 رآه#3 عليها#3 من#3 الجذل#4,6,1.5
6583,وما#3 حفظت#3 في#3 يدها#3 من#3 البطاقات#3,6,1.5
6584,كذلك#3 غرامها#3 الخاص#3 بمكاتبته#5 هو#3 حين#3 غيابه#3 وبمكاتبة#5 صديقاتها#3 كلما#3 وجدت#3 لذلك#3 فرصة#3,6,1.5
6585,وعلمه#3 بأنها#3 تريد#3 أن#3 تريه#3 ما#3 في#3 يدها#3 كما#3 هو#3 شأنها#3 في#3 كثير#3 من#3 الأحوال#3,6,1.5
6586,فناولته#3 ثلاث#3 بطاقات#3 فضها#4 فوجد#3 إحداها#3 من#3 عزيزته#3,6,1.5
6587,والأخريين#3 من#3 فتاتين#3 كانتا#3 مع#3 أخته#3 في#3 المدرسة#3,6,1.5
6588,فأمسك#3 بطاقة#3 عزيزة#3 في#3 يده#3,6,1.5
6589,وأطال#3 النظر#3 إليها#3 وللقليل#3 المكتوب#3 فيها#3,6,1.5
6590,وعلته#3 رعشة#3 كان#3 في#3 وسع#3 أخته#3 أن#3 تتبينها#3 لو#3 أنها#3 أقدر#3 على#3 الملاحظة#3 مما#3 كانت#3,6,1.5
6591,وحدث#3 نفسه#3 أن#3 يأخذ#3 هذه#3 البطاقة#3 لنفسه#3 ويضعها#3 تذكرة#4 بين#3 أوراقه#3,6,1.5
6592,ولكن#3 تمسك#3 أخته#3 بها#3 وتشددها#4 في#3 طلبها#3 وحرصها#3 على#3 ألا#3 ينقص#3 من#3 معايداتها#3 واحدة#3 جعلته#3 يردها#3 إليها#3 آسفا#3,6,1.5
6593,فلما#3 خلا#4 إلى#3 نفسه#3 في#3 غرفته#3 جعل#3 يستعيد#3 أمانيه#3 القديمة#3 الماضية#3,6,1.5
6594,وود#4 من#3 كل#3 قلبه#3 لو#3 أن#3 عزيزة#3 جاءت#3 مع#3 أخيها#3 لتمضية#3 أيام#3 العيد#3 في#3 البلد#3,6,1.5
6595,لكنها#3 لم#3 تجيء#3 بل#3 بقيت#3 هناك#3 مع#3 أهلها#3 في#3 مدينتهم#3 الصغيرة#3,6,1.5
6596,وبقيت#3 بعيدة#3 عنه#3 وهي#3 تعلم#3 ما#3 في#3 قلبه#3 من#3 الشوق#3 لها#3,6,1.5
6597,وطالت#3 به#3 هذه#3 الآمال#3 التي#3 تجيء#3 إلى#3 رءوس#3 الشبان#3 في#3 أول#3 شبابهم#3,6,1.5
6598,وراح#3 في#3 أحلام#3 لذيذة#3 صور#3 لنفسه#3 فيها#3 كل#3 ما#3 يشاء#3,6,1.5
6599,ورتب#3 الحياة#3 التي#3 سيكون#3 فيها#3 مع#3 عزيزة#3 دائما#3 جنبا#3 لجنب#3,6,1.5
6600,ولم#3 ينبهه#3 منها#3 إلا#3 ما#3 أحس#3 به#3 من#3 الحركة#3 الكثيرة#3 في#3 صحن#5 الدار#3 الذي#3 تطل#3 نافذة#3 غرفته#3 عليه#3,6,1.5
6601,حينذاك#3 نظر#3 إلى#3 الغرب#3 أمامه#3,6,1.5
6602,فإذا#4 الشمس#3 تنحدر#3 إلى#3 مغيبها#4 كأنها#3 تحس#3 مع#3 هذا#3 العالم#3 الجائع#3 فهي#3 تريد#3 أن#3 تسعده#3 بالقضاء#4 على#4 الساعة#3 الأخيرة#3 من#3 رمضان#3,6,1.5
6603,ولم#3 يلبث#4 إلا#3 لحظة#3 حتى#3 دق#3 بابه#3 من#3 ناداه#3 للطعام#3,6,1.5
6604,فإذا#4 أهله#3 جميعا#3 ما#3 بين#3 ناظر#3 إلى#3 الغرب#3 يحدد#3 عينيه#3 يريد#3 أن#3 يتحقق#3 من#3 اختفاء#3 النهار#3,6,1.5
6605,وآخر#3 ممسك#3 ساعته#3 بيده#3 ينظر#3 إليها#3 من#3 لحظة#3 للحظة#3 نظرة#3 ملأى#3 بالقلق#3,6,1.5
6606,وثالث#3 مسبل#5 عينيه#3 كأنما#3 يريد#3 أن#3 ينسى#3 هذا#3 الوقت#3 الباقي#3,6,1.5
6607,ورابع#3 يحدق#3 إلى#3 السقف#3 وأعلى#3 الجدران#3 كأنه#3 يجد#3 جديدا#3 في#3 هذه#3 الأشياء#3 التي#3 رآها#3 من#3 قبل#3 مرات#3 لا#3 عدد#3 لها#3,6,1.5
6608,وصغيرين#3 لا#3 ترتفع#3 أعينهما#3 عن#3 المائدة#3 وما#3 عليها#3 من#3 الأطباق#3 اللذيذة#3 والحلوى#3 يسيل#3 لها#3 لعابهما#3,6,1.5
6609,أخذ#3 مكانه#3 بين#3 الجالسين#3,6,1.5
6610,وما#3 هي#3 إلا#3 لحظة#3 حتى#3 اعتلى#4 وسط#3 الصمت#3 الأخرس#3 الذي#3 حكم#3 على#3 القرية#3 صوت#3 المؤذن#3 مبشرا#4 برجوع#4 الحرية#3 للناس#3,6,1.5
6611,فابتسمت#3 له#3 الثغور#3,6,1.5
6612,ونمت#3 الصدور#3 عن#3 تنهد#4 طويل#3 يشعر#3 بالرضا#3 والسرور#3,6,1.5
6614,غدا#3 يوم#3 العيد#3 يتزاور#4 فيه#3 الناس#3 ويتبادلون#3 فيه#3 التحيات#3 المعتادة#3,6,1.5
6615,ويتغير#3 شكل#3 الوجود#3,6,1.5
6616,فيخرج#3 من#3 صمته#3 وحزنه#3 إلى#3 فرح#3 وضجة#3,6,1.5
6617,وتبسم#4 ثغور#3 الفلاحين#3 الذين#3 يملأون#3 طرق#3 قريتهم#3 رائحين#4 جائين#5 يصافحون#3 كل#3 من#3 قابلوا#3,6,1.5
6618,ويرجون#3 له#3 سنة#3 طيبة#3 وعمرا#3 طويلا#3,6,1.5
6619,ويدخلون#3 بيوت#3 أقاربهم#3 وأصدقائهم#3 يشاركونهم#3 في#3 ذلك#3 الجذل#4 العام#3,6,1.5
6620,ويضحكون#3 معهم#3 عن#3 نفس#3 طيبة#3 راضية#3 بالحياة#3,6,1.5
6621,وينساب#4 على#3 الطرقات#3 ما#3 بين#3 حين#3 وآخر#3 نساء#3 وفتيات#3 يحملن#3 على#3 رءوسهن#3 عيد#3 أخواتهن#3 وقريباتهن#3,6,1.5
6622,وهن#3 في#3 جلابيبهن#3 الحمراء#3 أو#3 سترنها#3 بثوب#3 أسود#3 ينم#3 عنها#3,6,1.5
6623,وتتبع#3 الواحدة#3 الأخرى#3 أو#3 تسير#3 إلى#3 جانبها#3,6,1.5
6624,وكلهن#3 يتهادين#5 في#3 مشيتهن#3,6,1.5
6625,ويتحادثن#3 وعليهن#3 علامات#3 السرور#3,6,1.5
6626,فإذا#3 قابلن#3 سربا#3 من#3 أمثالهن#3 تواقفن#5 للتهنئة#3 بالعيد#3,6,1.5
6627,ولكنهن#3 دائما#3 ضنينات#5 أن#3 يرسلن#3 في#3 هواء#3 ذلك#3 اليوم#3 الفرح#3 رنين#3 ضحكاتهن#3 خيفة#3 أن#3 يقال#3 خليعات#3,6,1.5
6628,قام#3 مع#3 جماعة#3 من#3 أصحابه#3 يطوف#3 البلد#3 الصغير#3,6,1.5
6629,انتبه#3 حامد#3 مبكرا#3 وصلى#3 العيد#3,6,1.5
6630,ثم#3 بعد#3 أن#3 قابل#3 الناس#3 ممن#3 جاءوا#3 يهنئونه#3 ما#3 بين#3 راج#4 له#3 عمرا#3 طويلا#3 وعجائز#3 القوم#3 ضاحكات#3 يردن#3 له#3 عرسا#3 في#3 حضنه#3 العام#3 القابل#5,6,1.5
6631,قام#3 مع#3 جماعة#3 من#3 أصحابه#3 يطوف#3 البلد#3 الصغير#3 من#3 أدناه#3 إلى#3 أقصاه#3 يشارك#3 أهله#3 في#3 عيدهم#3,6,1.5
6632,وكلما#3 مر#3 بقوم#3 حياهم#3 وصافحوه#3 جميعا#3 وتبادلوا#3 معا#3 الكلمات#3 المعتادة#3,6,1.5
6633,أو#3 نزل#3 عندهم#3 وشرب#3 قهوة#3 ثم#3 تركهم#3 إلى#3 غيرهم#3,6,1.5
6634,وإن#3 مرت#3 به#3 بعض#3 تلك#3 الأسراب#3 لم#3 ينس#3 أن#3 يقول#3 لهن#3 كل#3 سنة#3 وانتو#3 طيبين#3 يا#3 بنات#3,6,1.5
6635,ويستمر#3 في#3 سيره#3 إن#3 لم#3 يناد#3 بعضهن#3 باسمها#3 ويسألها#3 عن#3 شأنها#3,6,1.5
6636,فترد#3 عليه#3 كسيرة#5 الطرف#4 قد#3 سترت#3 وجهها#3 بشاشها#3 الرقيق#3,6,1.5
6637,بكلمات#3 قليلة#3 تلقيها#3 وهي#3 سائرة#4 في#3 نظامها#3,6,1.5
6638,مرت#3 زينب#3 في#3 أحد#3 هاته#5 الأسراب#3,6,1.5
6639,فنظر#3 لها#3 حامد#3 ولم#3 يخاطبها#3 بشيء#3,6,1.5
6640,ولكن#3 وجودها#3 بين#3 فتيات#3 كلهن#3 من#3 عائلة#3 واحدة#3 هي#3 الغريبة#3 عنها#3 جذب#4 نظره#3 ونظر#3 بعض#3 أصدقائه#3 الذي#3 لم#3 يصبر#3 أن#3 قال#3 إن#3 شاء#3 الله#3 يا#3 زينب#3 يودوا#3 عرسك#3 السنة#3 الجاية#3,6,1.5
6641,,6,1.5
6642,فلم#3 يغير#3 ذلك#3 من#3 جد#3 الفتاة#3 شيئا#3,6,1.6
6643,بل#3 انسابت#4 مع#3 صويحباتها#5 تنظر#3 أمامها#3 بعيون#3 ثابتة#3 يلمع#3 حدقها#5 الأسود#3 تحت#3 قوس#3 حواجبها#3 الجميلة#3,6,1.6
6644,ولكن#3 حامدا#3 الذي#3 لم#3 يعلم#3 من#3 أمر#3 زينب#3 شيئا#3,6,1.6
6645,والذي#3 يريد#3 أن#3 يقف#3 على#3 كل#3 شيء#3,6,1.6
6646,لم#3 يسكت#3 أن#3 سأل#3 صاحبه#3 وزينب#3 حاتتجوز#3,6,1.6
6647,بيقولوا#3 إن#3 عمي#3 خليل#3 عايز#3 يخطبها#3 لابنه#3 حسن#3,6,1.6
6648,وأظن#3 ده#3 صحيح#3,6,1.6
6649,وإن#3 كنت#3 عايز#3 الحق#3 ده#3 من#3 بختها#3,6,1.6
6650,ولم#3 يستمروا#3 في#3 الكلام#3,6,1.6
6651,فقد#3 مروا#3 بجماعة#3 حيوهم#3 وجلسوا#3 ليشربوا#3 القهوة#3 معهم#3,6,1.6
6652,جلسوا#3 جميعا#3 على#3 حصير#3 مفروش#3 على#3 مصطبة#3 قليلة#3 الارتفاع#3 عن#3 الأرض#3 جللها#3 شعاع#3 الشمس#3 التي#3 طلعت#3 ذلك#3 اليوم#3 تزيد#3 الوجوه#3 جمالا#3 وفرحا#3,6,1.6
6653,وينطرح#4 ضوءها#3 على#3 هدوم#3 الفلاحين#3 البيضاء#3 ادخروها#3 لعيدهم#3 يخرجون#3 فيها#3 من#3 الرق#4 والأسى#3 والنصب#5 الدائم#3 ساعات#3 معدودة#4 من#3 الزمان#3,6,1.6
6654,وبعد#3 أن#3 أخذوا#3 حظهم#3 من#3 مجلسهم#5 قاموا#3 يكملون#3 دورتهم#4 ليرجعوا#3 إلى#3 بيتهم#3 ساعة#3 النزول#3,6,1.6
