,text,level
13911,إذا أفلحت فقد برهنت لي على ما تقول,3
13912,فتناوله وقال أستودعك الله,4
13913,فتناوله وقال اتركك في رعاية الله,3
13914,ومشى وهو يلتفت إليها حتى خرج من الحديقة,4
13915,ومشى وهو ينظر إليها حتى خرج من الحديقة,3
13916,وظلت هي بعده واقفة تفكر فيما فعلته,3
13917,فخالج ذهنها ندم على تسرعها,5
13918,فدخل ذهنها ندم على تسرعها,3
13919,لكنها راجعت ما رأته وشاهدته منه,3
13920,وتذكرت تاريخ معرفتها به,3
13921,فلم تجد ما يوجب الحذر,4
13922,فلم تجد ما يستدعي الحرص,3
13923,,3
13924,الفصل الرابع,3
13925,أول ملكة للمسلمين,3
13926,أصبحت القاهرة في اليوم التالي وأهلها في هرج,4
13927,أصبحت القاهرة في اليوم التالي وأهلها في حركة,3
13928,والناس يزحم بعضهم بعضا نحو القلعة,4
13929,والناس يزحم بعضهم بعضا تجاه القلعة,3
13930,بين راكب وماش,3
13931,رجالا ونساء,3
13932,حتى أصبحت ساحة الرميلة تحت القلعة غاصة بالناس من كل الطبقات,5
13933,حتى أصبحت ساحة الرميلة تحت القلعة مزدحمة بالناس من كل الطبقات,3
13934,وقد اختلط بهم الباعة يحملون أنواع الكعك والفاكهة والثمار والمملحات والحلوى والمأكولات الجافة,3
13935,وبينهم حملة الودع وكشاف البخت وفاتحو المندل,5
13936,وبينهم حملة الأصداف وكشاف البخت وفاتحو المندل,4
13937,وبينهم حاملو الأصداف وكشاف البخت وفاتحو الأسرار,3
13938,ينادي كل واحد على بضاعته على اختلاف الألحان وطبقات الأصوات,3
13939,وقد علت ضوضاء الناس وأصوات الحيوان,3
13940,ولو أشرفت على الرميلة من سور القلعة لرأيت الساحة بقعا,3
13941,يشغل كل بقعة جماعة متشابهون لباسا وشكلا,4
13942,يملأ كل بقعة جماعة متشابهون لباسا وشكلا,3
13943,أكثرهم قاعد القرفصاء,4
13944,أكثرهم قاعد وقد قرفص,3
13945,يلهو الواحد منهم بشيء يمضغه أو عود ينكت به الأرض أو أداة يلاعب بها أصابعه,5
13946,يلهو الواحد منهم بشيء يمضغه أو عود يخدش به الأرض أو أداة يلاعب بها أصابعه,3
13947,وهناك جماعات التفت على رجل يلاعب دبا أو قردا,3
13948,ثم يدور عليهم بدفه يجمع ما يجودون به من الدوانق,5
13949,ثم يدور عليهم بدفه يجمع ما يكرمونه به من العملات,3
13950,وجماعات هدأ جوهم لاشتغالهم بحديث يقصه عليهم شيخ منهم يبذل جهده في اجتذاب قلوبهم ونيل إعجابهم,4
13951,وجماعات هدأ جوهم لاشتغالهم بحديث يقصه عليهم شيخ منهم يجتهد في شد قلوبهم والفوز بإعجابهم,3
13952,وهم يتطاولون بأعناقهم نحوه,4
13953,وهم يمدون أعناقهم تجاهه,3
13954,وقد أخذهم الاستغراب,3
13955,ولو أتيح لك حضور تلك المجالس لرأيت عجبا وأخذتك الدهشة من أخلاق العامة وسرعة تصديقهم للغرائب,4
13956,ولو أتيح لك حضور تلك التجمعات لرأيت العجيب وأخذتك الدهشة من أخلاق الناس وسرعة تصديقهم للأمور الغريبة,3
13957,لأنك قد تسمع حديثا أنت أعلم الناس به فتجده تشوه واضطرب حتى انقلب إلى غير ما تعرفه,3
13958,وقد تنكره وتظنه حديثا آخر,3
13959,ويزداد تحريفهم للأحاديث بنسبة ما تحويه من الغرابة عن مألوفهم,5
13960,ويزداد تحريفهم للأحاديث بنسبة ما تحويه من الغرابة عن معتادهم,4
13961,ويزداد تحريفهم للأحاديث بنسبة ما تحتويه من الغرابة عن أمورهم المعتادة,3
13962,فما ظنك في موضوع ذلك اليوم,3
13963,وهو تنصيب امرأة ملكة على المسلمين,4
13964,وهو رفع امرأة ملكة على المسلمين,3
13965,مما لم يسبق له مثيل في تاريخهم,3
13966,فتضاربت أقوالهم في ذلك,4
13967,فاختلفت أقوالهم في ذلك,3
13968,واخترعوا الأسباب الباعثة عليه,4
13969,واخترعوا الأسباب الدافعة إليه,3
13970,وافترضوا الأسرار,3
13971,وتكهنوا بمصير هذه الحال,4
13972,وتنبأوا بمصير هذه الحال,3
13973,وزعم بعضهم أنهم صاروا في آخر الزمان,4
13974,وقال بعضهم أنهم صاروا في آخر الزمان,3
13975,وسوف تنقضي الدنيا,4
13976,وسوف تنتهي الدنيا,3
13977,لأن ذلك من دلائل الفناء,4
13978,لأن ذلك من دلائل النهاية,3
13979,وبينما هم في ذلك إذ سمعوا نفخ الأبواق وقرع الطبول,3
13980,ثم رأوا موكب أمراء المماليك البحريين متوجها نحو القلعة,4
13981,ثم رأوا قافلة أمراء المماليك البحريين متوجها تجاه القلعة,3
13982,وفي مقدمته كبراء الفرسان بالملابس المذهبة تتلألأ في شعاع الشمس حتى يكاد بريقها يذهب بالإبصار,4
13983,وفي مقدمته كبراء الفرسان بالملابس المذهبة تتلألأ في شعاع الشمس حتى يوشك بريقها أن يذهب بالإبصار,3
13984,وبعدهم هودج شجرة الدر تحمله البغال وقد تجلل بالحرير المزركش,5
13985,وبعدهم هودج شجرة الدر تحمله البغال وقد تجمل بالحرير المزركش,4
13986,وبعدهم حامل له قبة لشجرة الدر تحمله البغال وقد تجمل بالحرير المزركش,3
13987,وأحاطت به الفرسان في أزهى الملابس وأجملها وفيهم حملة الأعلام,4
13988,وأحاطت به الفرسان في أزهى الملابس وأجملها وفيهم حاملو الأعلام,3
13989,ووراءهم كوكبة من الفرسان أصحاب المزاريق,5
13990,ووراءهم مجموعة من الفرسان أصحاب الرماح القصيرة,3
13991,ثم كوكبة من حملة الرماح,5
13992,ثم مجموعة من حملة الرماح,4
13993,ثم مجموعة من حاملي الرماح,3
13994,ووراءهم جماهير الناس مشاة على أقدامهم يموجون كالبحر الزاخر,5
13995,ووراءهم جماهير الناس يمشون على أقدامهم يتحركون كالبحر الزاخر,4
13996,ووراءهم جماهير الناس يمشون على أقدامهم يتحركون كالبحر بأمواجه,3
13997,وفيهم من تبطل وأوقف عمله لمشاهدة موكب الملكة,4
13998,وفيهم من ترك وأوقف عمله لمشاهدة قافلة الملكة,3
13999,وهو لا يرجو شيئا من وراء تلك الخسائر,3
14000,وإنما يساق العامة إلى ذلك بفطرتهم الساذجة وميلهم الطبيعي إلى مشاهدة الغرائب,4
14001,ولكن يساق الناس إلى ذلك بفطرتهم البريئة وحبهم الطبيعي إلى مشاهدة الأمور الغريبة,3
14002,فهم يؤخذون بالظواهر ويتبعون كل ناعق,5
14003,فهم يؤخذون بالظواهر ويتبعون كل متحدث,3
14004,ولذلك كان إجماع العامة على أمر ما لا يدل على صوابه,5
14005,ولذلك كان إجماع العامة على أمر معين لا يدل على صوابه,4
14006,ولذلك كان اتفاق الناس على أمر معين لا يدل على صوابه,3
14007,وصل الموكب إلى باب القلعة الكبير المواجه للقاهرة,4
14008,وصلت القافلة إلى باب القلعة الكبير الذي يواجه للقاهرة,3
14009,ويقال له الباب المدرج,3
14010,وكانت طائفة من الجند قد وقفت هناك بالسلاح لتمنع الناس من الدخول,4
14011,وكانت مجموعة من الجند قد وقفت هناك بالسلاح لتمنع الناس من الدخول,3
14012,وللقلعة باب آخر نحو القرافة أقفلوه في ذلك اليوم لئلا تتزاحم الأقدام في ساحة القلعة,4
14013,وللقلعة باب آخر تجاه القرافة أقفلوه في ذلك اليوم لئلا تتزاحم الأقدام في ساحة القلعة,3
14014,وهي ساحة كبيرة في وسط القلعة تنتهي بمصطبة وراءها باب كبير هو الباب الداخلي المؤدي إلى الأبنية الخاصة بسكنى السلطان والأمراء والأجناد,5
14015,وهي ساحة كبيرة في وسط القلعة تنتهي بمصطبة وراءها باب كبير هو الباب الداخلي المؤدي إلى الأبنية الخاصة بإقامة السلطان والأمراء والأجناد,4
14016,وهي ساحة كبيرة في وسط القلعة تنتهي بمصطبة وراءها باب كبير هو الباب الداخلي يوصل إلى الأبنية الخاصة بإقامة السلطان والأمراء والأجناد,3
14017,وفيها الجامع والإيوان,5
14018,وفيها الجامع والقاعة,3
14019,دخل الموكب القلعة من بابها المدرج,4
14020,دخلت القافلة القلعة من بابها المدرج,3
14021,وظل العامة خارجها يكتفون بما يسمعونه من قرع الطبول ونفخ الأبواق,4
14022,وظل الناس خارجها يرضون بما يسمعونه من قرع الطبول ونفخ الأبواق,3
14023,وقطع الموكب الساحة حتى وصل إلى الباب الداخلي المذكور ففتحوه,4
14024,وقطعت القافلة الساحة حتى وصل إلى الباب الداخلي المذكور ففتحوه,3
14025,ولم يأذنوا لغير الخاصة بدخوله,3
14026,ولا سيما الأمراء وأرباب المناصب ونحوهم,5
14027,وبوجه خاص الأمراء وأرباب المناصب ونحوهم,4
14028,وبوجه خاص الأمراء وأرباب المناصب وأمثالهم,3
14029,وخلفوا في الساحة جمعا من الخاصة اكتفوا بأنهم امتازوا عن سائر العامة بدخول القلعة,4
14030,وتركوا في الساحة جمعا من المتميزين رضوا بأنهم امتازوا عن بقية الناس بدخول القلعة,3
14031,ودخل الموكب من ذلك الباب إلى ممر فسيح تحف به الأبنية وهناك ترجل الفرسان,5
14032,ودخل الموكب من ذلك الباب إلى ممر فسيح تحيط به الأبنية وهناك ترجل الفرسان,4
14033,ودخلت القافلة من ذلك الباب إلى ممر فسيح تحيط به الأبنية وهناك نزل الفرسان,3
14034,واعتنى جماعة بشجرة الدر فأنزلوها عن الهودج,4
14035,واعتنى جماعة بشجرة الدر فأنزلوها عن الحامل,3
14036,وبينهم وبين الإيوان الكبير ممرات وأبواب لا بد من اجتيازها,4
14037,وبينهم وبين الإيوان الكبير ممرات وأبواب لا مفر من اجتيازها,3
14038,وكانوا قد فرشوها بالسجاد وعلقوا على أبوابها الرياحين والأعلام,3
14039,ومشى عز الدين أيبك وسائر الأمراء — وهم بملابسهم الفاخرة — بين يدي شجرة الدر,4
14040,ومشى عز الدين أيبك وبقية الأمراء — وهم بملابسهم الفاخرة — بين يدي شجرة الدر,3
14041,وهي في ذلك اليوم في أبهى ما يكون من اللباس,4
14042,وهي في ذلك اليوم في أروع ما يكون من اللباس,3
14043,وكانوا قد أعدوا لها قبة من الحرير المطرز قائمة على أربعة أعمدة يحملها نفر من القواد,5
14044,وكانوا قد أعدوا لها قبة من الحرير المطرز قائمة على أربعة أعمدة يحملها مجموعة من القواد,4
14045,وكانوا قد أعدوا لها قبة من الحرير المطرز تستند على أربعة أعمدة يحملها مجموعة من القواد,3
14046,وقد أريخت ستائرها,5
14047,وقد أنزلت ستائرها,3
14048,وشجرة الدر في داخلها,3
14049,ومعها جاريتها شوكار وبعض الوصيفات,4
14050,ومعها جاريتها شوكار وبعض الخادمات,3
14051,لم يصل إلى الإيوان الكبير إلا الخاصة وكبار الموظفين,4
14052,لم يصل إلى الإيوان الكبير إلا المتميزين وكبار الموظفين,3
14053,وهم أصحاب المطامع وطلاب السيادة,4
14054,وهم أصحاب الأطماع وطلاب السيادة,3
14055,يسخرون العامة لأغراضهم ويسوقونهم كالأنعام لا يدرون مصيرهم,4
14056,يسخرون الناس لأغراضهم ويسوقونهم كالدواب لا يدرون مصيرهم,3
14057,وربما اكتسبوا رضاهم بأكلة يطعمونهم إياها,5
14058,وربما اكتسبوا رضاهم بأكلة يطعمونهم منها,3
14059,أو بصلاة يتلونها بين أيديهم,3
14060,أو دعاء لولي أو قديس يعرفون أنهم يعتقدون كرامته,5
14061,أو دعاء لولي أو طاهر يعرفون أنهم يعتقدون كرامته,4
14062,أو دعاء لتقي أو طاهر يعرفون أنهم يعتقدون كرامته,3
14063,ظل أصحاب القبة سائرين حتى وصلوا إلى صدر الإيوان,4
14064,ظل أصحاب القبة يسيرون حتى وصلوا إلى صدر الإيوان,3
14065,وكانوا قد نقلوا إليه سرير السلطنة الذهبي,4
14066,وكانوا قد نقلوا إليه سرير المملكة الذهبي,3
14067,فجعلوا القبة فوق السرير وأرخوا ستائرها حوله,3
14068,فقعدت شجرة الدر على السرير وبين يديها شوكار والوصائف يأتمرن بأمرها ولا يراها أحد من الحضور,5
14069,فقعدت شجرة الدر على السرير وبين يديها شوكار والوصائف يطيعون أمرها ولا يراها أحد من الحضور,4
14070,فقعدت شجرة الدر على السرير وبين يديها شوكار والخادمات يطيعون أمرها ولا يراها أحد من الحضور,3
14071,ثم دخل قاضي القضاة,3
14072,فقعد إلى يمين القبة,3
14073,ووراءه صاحب بيت المال وناظر الحسبة,3
14074,وإلى يساره كاتب السر وغيره من كبار أرباب المناصب وذوي السن وأمراء المشورة,4
14075,وإلى يساره كاتب السر وغيره من كبار أرباب المناصب أصحاب السن وأمراء الاستشارة,3
14076,وجلس بين يدي القبة في وسط الإيوان الأمير عز الدين أيبك أمير الجند,3
14077,وكبار أمراء المماليك وبينهم ركن الدين بيبرس,3
14078,ووراء القبة والسرير صفان من حملة السلاح,4
14079,ووراء القبة والسرير صفان من حاملي السلاح,3
14080,ووراءهم الحجاب ونحوهم,4
14081,ووراءهم الحجاب وأمثالهم,3
14082,وأتوا في جملة ذلك بجماعة من أسرى الإفرنج عليهم ألبسة الأسرى مبالغة في الاعتزاز,4
14083,وأتوا في جملة ذلك بجماعة من أسرى الأوربيين عليهم ألبسة الأسرى زيادة في الاعتزاز,3
14084,وبعد أن استقر بهم الجلوس على هذه الصورة,3
14085,وقف عز الدين أيبك ووجه خطابه إلى الجمع وقال أيها الأمراء والقواد,4
14086,وقف عز الدين أيبك وألقى خطابه إلى الجمع وقال أيها الأمراء والقواد,3
14087,لا يخفى عليكم ما أصاب الملك المعظم طوران شاه,3
14088,إنه أساء السيرة وأراد التنكيل بجند هذا البلد البحريين,5
14089,إنه أساء السيرة وأراد تعذيب جند هذا البلد البحريين,3
14090,الذين عرفتم بلاءهم في زمن الملك الصالح,4
14091,الذين عرفتم فعلهم في زمن الملك الصالح,3
14092,رحمه الله,3
14093,في حرب الإفرنج وغيرهم,4
14094,في حرب الأوربيين وغيرهم,3
14095,فوقع القضاء عليه,4
14096,فوقع القدر عليه,3
14097,ولما خلا كرسي السلطنة ممن يسوسها,5
14098,ولما خلا كرسي السلطنة ممن يقودها,4
14099,ولما فرغ كرسي المملكة ممن يقودها,3
14100,لم نجد من هو أولى بها من أصحاب الحق فيها إلا مولاتنا الصالحة شجرة الدر والدة خليل وصاحبة الملك الصالح,5
14101,لم نجد من هو أولى بها من أصحاب الحق فيها إلا سيدتنا الصالحة شجرة الدر والدة خليل وصاحبة الملك الصالح,4
14102,لم نجد من هو أحق بها من أصحاب الحق فيها إلا سيدتنا الصالحة شجرة الدر والدة خليل وصاحبة الملك الصالح,3
14103,لما نعلمه من ثقة مولانا المرحوم بها,3
14104,وهي أم ولده,3
14105,فأجمع رأي الأمراء والنواب والقضاة على اختيارها ملكة تتولى شئون الدولة بمساعدتهم,3
14106,وقد تعهد أصحاب السيوف بطاعتها لإحقاق الحق وحماية بيضة الدين,5
14107,وقد تعهد أصحاب السيوف بطاعتها لتعزيز الحق وحماية بيضة الدين,4
14108,وقد وعد أصحاب السيوف بطاعتها لتعزيز الحق وحماية بيضة الدين,3
14109,ونحن الآن نحتفل بتنصيبها,4
14110,ونحن حاليا نحتفل بتوليها,3
14111,وسندعو لها على المنابر بعد مولانا أمير المؤمنين المستعصم بالله,3
14112,وسننقش اسمها على الدنانير والدراهم,3
14113,فادعوا لأمير المؤمنين,3
14114,فضج الجميع بالدعاء للخليفة وهم وقوف,4
14115,فصاح الجميع بالدعاء للخليفة وهم وقوف,3
14116,ثم تقدم قاضي القضاة فدعا لشجرة الدر قائلا واحفظ اللهم ملكة المسلمين,3
14117,عصمة الدنيا والدين,3
14118,أم خليل المستعصمية,3
14119,صاحبة السلطان الملك الصالح,3
14120,فقال عز الدين أيبك وقد عهدت إلي في تدبير المملكة باسمها,4
14121,فقال عز الدين أيبك وقد سلمت لي تدبير المملكة باسمها,3
14122,وولت الأمير ركن الدين بيبرس الداودارية الخاصة,4
14123,وأعطت الأمير ركن الدين بيبرس الداودارية الخاصة,3
14124,وأمرتني أن أثبت أصحاب المناصب الموالين لنا في مناصبهم من أصحاب الأقلام وأصحاب السيوف,5
14125,وأمرتني أن أثبت أصحاب المناصب المؤيدين لنا في مناصبهم من أصحاب الأقلام وأصحاب السيوف,4
14126,وأمرتني أن أثبت أصحاب المناصب الداعمين لنا في مناصبهم من أصحاب الأقلام وأصحاب السيوف,3
14127,ثم أشار إلى صاحب الستر الواقف بجانب القبة,4
14128,ثم أوحى إلى صاحب الستر الواقف بجانب القبة,3
14129,فأزاح الستر,3
14130,فبان داخل القبة,3
14131,فإذا هي مبطنة بأطلس أصفر مزركش,5
14132,فإذا هي مبطنة بحرير أصفر مزركش,3
14133,وفي صدرها شجرة الدر جالسة على السرير قد أرخت النقاب وعلى رأسها العصائب السلطانية,3
14134,وهي صفر عليها ألقاب المملكة مطرزة بالذهب,4
14135,وهي صفر عليها أسماء شرف للمملكة مطرزة بالذهب,3
14136,فعاد الناس إلى الدعاء لها,3
14137,ثم أرخوا الستر وعاد عز الدين إلى الكلام فقال وعما قليل نحتفل بقراءة المرسوم الذي سيرد علينا من أمير المؤمنين المستعصم بالله يؤيد سلطنة مولاتنا حفظها الله,5
14138,ثم أرخوا الستر وعاد عز الدين إلى الكلام فقال وعما قليل نحتفل بقراءة المرسوم الذي سيرد علينا من أمير المؤمنين المستعصم بالله يؤيد سلطنة سيدتنا حفظها الله,4
14139,ثم أرخوا الستر وعاد عز الدين إلى الكلام فقال وعما قليل نحتفل بقراءة القرار الذي سيصل إلينا من أمير المؤمنين المستعصم بالله يؤيد حكم سيدتنا حفظها الله,3
14140,وكان الناس في أثناء الاحتفال سكوتا كأن على رءوسهم الطير,3
14141,وقد أخذتهم الدهشة لأنهم لم يسمعوا بمثل هذه الولاية,4
14142,وقد أخذتهم الدهشة لأنهم لم يسمعوا بمثل هذا الحكم,3
14143,وفيهم الغاضب والعاتب والمعترض,4
14144,وفيهم الغاضب ومن يعتب والمعترض,3
14145,ولكن لم يجسر أحد منهم على الكلام,5
14146,ولكن لم يتجرأ أحد منهم على الكلام,3
14147,لعلمهم أن هذه السلطنة إنما كانت بتواطؤ المماليك البحريين أصحاب القول في ذلك العهد,4
14148,لعلمهم أن هذا الحكم فقط كانت باتفاق مع المماليك البحريين أصحاب القول في ذلك الوقت,3
14149,وقبل الفراغ من الاحتفال أشار عز الدين إلى بعض الوقوف من الداودارية,4
14150,وقبل الفراغ من الاحتفال ألمح عز الدين إلى بعض الوقوف من الداودارية,3
14151,فمضى وعاد ومعه الأطباق عليها صرر النقود,4
14152,فذهب وعاد ومعه الأطباق عليها أكياس المال,3
14153,فأخذوا يوزعونها على الحضور,3
14154,وعلى كل صرة اسم صاحبها,4
14155,وعلى كل كيس اسم صاحبه,3
14156,ولما هم الحضور بالانصراف,4
14157,ولما استعد الحضور للانصراف,3
14158,وقف عز الدين أيبك وقال أيها الأمراء,3
14159,إن مولاتنا ملكة المسلمين اقتضت إرادتها أن تنقل دار السلطنة من جزيرة الروضة إلى هذه القلعة,5
14160,إن سيدتنا ملكة المسلمين اقتضت إرادتها أن تنقل دار السلطنة من جزيرة الروضة إلى هذه القلعة,4
14161,إن سيدتنا ملكة المسلمين تطلبت إرادتها أن تنقل دار الحكم من جزيرة الروضة إلى هذه القلعة,3
14162,وستكون هذه القلعة مقر أرباب المناصب بدلا من قلعة الملك الصالح في الروضة,4
14163,وستكون هذه القلعة مكان أرباب المناصب بدلا من قلعة الملك الصالح في الروضة,3
14164,لأن السبب الذي من أجله جعلها الملك المرسوم كرسيا للسلطنة قد زال,5
14165,لأن السبب الذي تسبب في جعلها الملك المرسوم كرسيا للسلطنة قد زال,4
14166,لأن السبب الذي تسبب في جعلها الملك الحاكم كرسيا للحكم قد زال,3
14167,فكان لهذا التغيير وقع حسن عند بعض السامعين ووقع سيئ عند آخرين,4
14168,فكان لهذا التغيير أثر حسن عند بعض السامعين وأثر سيئ عند آخرين,3
14169,ولكن لم يجسر واحد على إبداء رأي أو ملاحظة,5
14170,ولكن لم يتجرأ واحد على إبداء رأي أو ملاحظة,4
14171,ولكن لم يتجرأ واحد على إظهار رأي أو ملاحظة,3
14172,وانقضت الحفلة وانصرف كل إلى مكانه,4
14173,وانتهت الحفلة وانصرف كل إلى مكانه,3
14174,وانتقلت شجرة الدر إلى قصر خاص بالسلطنة هناك,4
14175,وانتقلت شجرة الدر إلى قصر خاص بالحكم هناك,3
14176,وأخذوا في نقل الرياش وغيره من جزيرة الروضة,3
14177,ولم تعد تلك الجزيرة كرسيا للسلطنة من ذلك الحين,4
14178,ولم تعد تلك الجزيرة كرسيا للحكم من ذلك الحين,3
14179,وأخذوا في تعريتها من زخرفها ونقوشها,4
14180,وأخذوا في تفريغها من زخرفتها ونقوشها,3
14181,ولا سيما لما صارت السلطنة إلى عز الدين أيبك,5
14182,وبوجه خاص لما صارت السلطنة إلى عز الدين أيبك,4
14183,وبوجه خاص لما صار الحكم إلى عز الدين أيبك,3
14184,فإنه أمر بهدمها ونقل ما كان فيها من الأعمدة والنوافذ والسقف والأخشاب لبناء مدرسة باسمه في القاهرة,3
14185,وكانت شوكار في أثناء الاحتفال مع شجرة الدر في الهودج كما تقدم,4
14186,وكانت شوكار في أثناء الاحتفال مع شجرة الدر في الحامل كما تقدم,3
14187,فلما رفع الستر انزوت في مكان ترى الحضور منه ولا يرونها,4
14188,فلما رفع الستر جلست في مكان ترى الحضور منه ولا يرونها,3
14189,وكان نظرها لا يتحول عن ركن الدين وهو بلباسه الرسمي,3
14190,على رأسه القلنسوة الجندية ولباسه مزركش بالقصب وقد زانه شبابه,5
14191,على رأسه غطاء رأس الجندية ولباسه مزركش بخيوط براقة وقد زانه شبابه,4
14192,على رأسه غطاء رأس الجندية ولباسه مزركش بخيوط براقة وقد زينه شبابه,3
14193,وسرها على الخصوص ما سمعت من أنه صار داودارا لسيدتها,3
14194,لعلمها أنه أصبح أقرب إليها,3
14195,إذ يكثر تردده إلى قصر الملكة لقضاء مهام منصبه,4
14196,إذ يكثر تردده إلى قصر الملكة ليقوم مهام منصبه,3
14197,فخفق قلبها فرحا وتحققت قرب السعادة,4
14198,فدق قلبها فرحا وتحققت قرب السعادة,3
14199,لأنها ستكون زوجة لداودار السلطنة,4
14200,لأنها ستكون زوجة لداودار المملكة,3
14202,انتقلت شجرة الدر بعد انقضاء الاحتفال إلى قصر السلطنة,5
14203,انتقلت شجرة الدر بعد انتهاء الاحتفال إلى قصر السلطنة,4
14204,انتقلت شجرة الدر بعد انتهاء الاحتفال إلى قصر الحكم,3
14205,وقد أعدوا لها فيه غرفة فرشوها بأحسن الرياش,3
14206,ودخلت الغرفة يحيط بها الجواري والوصائف وفي مقدمتهن شوكار,4
14207,ودخلت الغرفة يحيط بها الجواري والخادمات وفي مقدمتهن شوكار,3
14208,فأخذن في تبديل ملابسها,3
14209,ثم أمرت الخدم بالانصراف,3
14210,فلما خلت بنفسها أخذت تفكر فيما صارت إليه مما لم تكن تحلم به في صباها,4
14211,فلما انفردت بنفسها أخذت تفكر فيما صارت إليه مما لم تكن تحلم به في طفولتها,3
14212,وتذكرت صباها وكيف كانت تنظر إلى السلاطين والملوك,4
14213,وتذكرت طفولها وكيف كانت تنظر إلى السلاطين والملوك,3
14214,وما كانت تراه بينها وبينهم من المسافات البعيدة,3
14215,وكيف أصبحت اليوم ملكة المسلمين تطأطئ لها الرءوس وتعنو لها الرقاب,5
14216,وكيف أصبحت اليوم ملكة المسلمين تنحني لها الرءوس وتخضع لها الرقاب,3
14217,فلما تصورت ذلك انشرح صدرها وانبسطت نفسها,3
14218,لكنها ما لبثت أن فكرت فيما يعتور ذلك المنصب من المشاق,5
14219,لكنها ما لبثت أن فكرت فيما يصيب ذلك المنصب من المشاق,4
14220,لكنها سريعا فكرت فيما يصيب ذلك المنصب من المشاق,3
14221,وما في مصر يومئذ من المشاكل والحروب مع الصليبيين,4
14222,وما في مصر يومها من المشاكل والحروب مع الصليبيين,3
14223,عدا الأحزاب المختلفة بين رجال الدولة والجند,4
14224,غير المجموعات المختلفة بين رجال الدولة والجند,3
14225,فانقبضت نفسها,4
14226,فضاقت نفسها,3
14227,لكنها لم تذكرت عز الدين مدبر المملكة ومن معه من الأمراء الذين يأخذون بناصرها للعصبية أو للعطاء,4
14228,لكنها لم تذكرت عز الدين مدبر المملكة ومن معه من الأمراء الذين يدعمونها للأصل الواحد أو للعطاء,3
14229,هان الأمر عليها,5
14230,سهل الأمر عليها,3
14231,وإن بقي الانقباض ظاهرا في وجهها,4
14232,وإن بقي القلق ظاهرا في وجهها,3
14233,وبينما هي في ذلك,3
14234,إذ دخلت عليها جاريتها شوكار والفرح يتجلى في وجهها,4
14235,إذ دخلت عليها جاريتها شوكار والفرح يظهر في وجهها,3
14236,وأكبت على يد سيدتها تقبلها وهي تقول الحمد لله على نعمه يا سيدتي,5
14237,ونزلت على يد سيدتها تقبلها وهي تقول الحمد لله على نعمه يا سيدتي,3
14238,أنت ملكة المسلمين,3
14239,ألم أقل لك عندما رأيتك على ذلك السرير إنه لائق بك,3
14240,ما لي أراك منقبضة النفس,5
14241,ما لي أراك متضايقة النفس,3
14242,هل ساءك مجيئي الآن,4
14243,هل ساءك مجيئي حاليا,3
14244,هل تأمرين بانصرافي,3
14245,,3
14246,فطوقت عنقها بيديها وضمتها إلى صدرها وقبلتها وهي تقول كيف تنصرفين يا شوكار,4
14247,فأحاطت عنقها بيديها وقربتها إلى صدرها وقبلتها وهي تقول كيف تنصرفين يا شوكار,3
14248,لا,3
14249,لا,3
14250,لست منقبضة من شيء,5
14251,لست متضايقة من شيء,3
14252,إني شاعرة بالسعادة التي أنا فيها والحمد لله,3
14253,ولكنني أفكر في المهام الكثيرة التي بين يدي,3
14254,كنت قبل الآن أتمنى أن يتم هذا الأمر لي,4
14255,كنت قبل هذا الوقت أتمنى أن يتم هذا الأمر لي,3
14256,فلما تم ذهبت شهوة ذلك الميل,4
14257,فلما تم ذهبت رغبة ذلك الطموح,3
14258,وتبين لي المنصب بما يحف به من المشاكل والمسئوليات,5
14259,وتبين لي المنصب بما يحيط به من المشاكل والمسئوليات,3
14260,فأرادت شوكار مداعبتها لتشغلها عن تلك الهواجس,4
14261,فأرادت شوكار مداعبتها لتلهيها عن تلك المخاوف,3
14262,فقالت وهي تضحك إذا كنت قد كرهت هذا المنصب فأنا آخذه منك وأخفف عنك مهامه,3
14263,فابتسمت شجرة الدر وقبلت شوكار ثانية وقالت لم أكره هذا المنصب يا عزيزتي,3
14264,فإني لم أذق منه شيئا بعد,3
14265,لكن لا ينبغي لي أن أتغاضى عما يحيط به من أسباب العناء,4
14266,لكن لا ينبغي لي أن أغفل عما يحيط به من أسباب الشقاء,3
14267,قالت إن هذه الأسباب لا بد منها,4
14268,قالت إن هذه الأسباب لا مفر منها,3
14269,وهذا مولانا عز الدين مدبر المملكة يحمل عنك كل أثقالها,3
14270,وهذا ركن الدين,3
14271,إنه بطل,3
14272,ولما ذكرته خجلت وأطرقت حياء,5
14273,ولما ذكرته خجلت وخفضت رأسها حياء,3
14274,فضحكت شجرة الدر من قولها ومدت يدها إلى جبينها تمسحه وقالت إن ركن الدين بطل,3
14275,وإذا شئت أن تري ذلك وتختبريه,3
14276,فإني سأكلفه بمهمة ذات بال لا أرى بين الأمراء من أثق به وأعول عليه في قضائها غيره,5
14277,فإني سأكلفه بمهمة ذات بال لا أرى بين الأمراء من أثق به وأعتمد عليه في قضائها غيره,4
14278,فإني سأعطيه مهمة خاصة لا أرى بين الأمراء من أثق به وأعتمد عليه في إتمامها غيره,3
14279,هل تأذنين في ذلك,3
14280,فخجلت شوكار من هذا الاستئذان وقالت من أكون أنا ليؤخذ الإذن مني,3
14281,ألسنا جميعا عبيدا نصدع بالأمر,5
14282,ألسنا جميعا عبيدا نطيع الأمر,4
